College,Year,Credit Enrollment Count,Credit Retention Count,Credit Success Count,Degree Applicable Enrollment Count,Degree Applicable Retention Count,Degree Applicable Success Count,Transferable Enrollment Count,Transferable Retention Count,Transferable Success Count
Marin,2014-2015,27976,24276,20423,24901,21594,18370,23945,20836,17905
Marin,2015-2016,27821,24529,20563,25274,22349,18975,24188,21449,18376
Marin,2016-2017,28116,25035,21485,25856,23091,20028,24092,21539,18800
Marin,2017-2018,26627,23555,20417,24839,22094,19369,22683,20204,17857
Marin,2018-2019,26711,23610,20391,25352,22466,19552,23060,20432,17926
Marin,2019-2020,12695,11055,9350,12352,10759,9116,11179,9805,8341
Mendocino,2014-2015,23277,20770,17359,21061,18836,15908,17571,15689,13433
Mendocino,2015-2016,23908,21149,17523,21945,19411,16245,18509,16459,13936
Mendocino,2016-2017,22763,20177,16938,21396,18958,16019,18320,16273,13896
Mendocino,2017-2018,21523,19092,16084,20259,17965,15223,17354,15418,13192
Mendocino,2018-2019,21859,19317,16181,20921,18471,15570,18412,16316,13878
Mendocino,2019-2020,9688,8595,7252,9434,8379,7083,8561,7621,6486
Merced,2014-2015,66714,57002,45976,57752,49719,40751,50807,43680,35695
Merced,2015-2016,67280,58423,47765,58461,51178,42439,51423,44850,37106
Merced,2016-2017,67657,58370,47523,60183,52253,43182,52421,45292,37169
Merced,2017-2018,70930,61167,50078,65352,56681,47007,57013,49167,40481
Merced,2018-2019,71573,62335,51854,68412,59829,50130,60655,52832,44077
Merced,2019-2020,33804,28648,23179,32384,27525,22326,29487,25045,20284
Merritt,2014-2015,29839,24443,19621,27445,22554,18284,24789,20403,16488
Merritt,2015-2016,29776,24519,20050,27441,22673,18756,24525,20350,16853
Merritt,2016-2017,31068,25240,20853,29082,23731,19739,25961,21193,17580
Merritt,2017-2018,30827,24870,20920,29021,23584,19934,26098,21282,18005
Merritt,2018-2019,30724,25424,21445,29608,24536,20781,27092,22479,19104
Merritt,2019-2020,13396,11062,9159,13193,10875,9008,11987,9897,8223
MiraCosta,2014-2015,87911,73403,62358,82946,69253,59204,79151,66264,56962
MiraCosta,2015-2016,89159,74229,63355,84758,70630,60585,80934,67607,58276
MiraCosta,2016-2017,87138,73438,63385,83748,70673,61285,79838,67511,58801
MiraCosta,2017-2018,86591,73140,63060,84215,71180,61538,80825,68436,59330
MiraCosta,2018-2019,82756,70443,60746,80519,68561,59227,77598,66127,57228
MiraCosta,2019-2020,36394,30872,26305,35777,30377,25915,34550,29329,25050
Mission,2014-2015,47746,41002,34369,41549,35550,30016,38911,33327,28231
Mission,2015-2016,48465,41704,34979,42221,36195,30509,39653,34085,28883
Mission,2016-2017,43276,38041,32639,37658,32997,28505,35186,30902,26805
Mission,2017-2018,39047,34751,29984,34623,30775,26667,32365,28798,25057
Mission,2018-2019,40873,36177,31199,36783,32542,28115,33797,29832,25790
Mission,2019-2020,17082,14825,12695,15543,13474,11549,14857,12852,10995
Modesto,2014-2015,115194,97342,78729,109450,92375,75029,94899,80314,65451
Modesto,2015-2016,115895,97433,78984,110280,92492,75170,95099,79967,65290
Modesto,2016-2017,115191,97088,80020,109774,92473,76387,95656,80830,67188
Modesto,2017-2018,116709,98688,82154,109689,92735,77620,98227,83274,69843
Modesto,2018-2019,119000,100097,82886,114035,96005,79795,103461,87420,72786
Modesto,2019-2020,50891,42985,34454,49524,41888,33576,45984,39022,31203
Monterey,2014-2015,49516,42223,35938,47396,40422,34474,37912,31979,27213
Monterey,2015-2016,48206,40949,34844,46115,39185,33459,37509,31610,27100
Monterey,2016-2017,47929,41508,35585,45631,39580,34080,35598,30448,26178
Monterey,2017-2018,46528,40223,34089,44703,38645,32833,35927,30833,26277
Monterey,2018-2019,44780,38450,32649,43528,37383,31797,36214,30935,26385
Monterey,2019-2020,20840,17626,14489,20469,17303,14215,17229,14492,11893
Moorpark,2014-2015,90040,78239,67884,89122,77419,67217,80358,69983,61045
Moorpark,2015-2016,89329,77627,68248,88619,77032,67753,80686,70504,62422
Moorpark,2016-2017,91154,79671,70037,90512,79111,69576,77421,67861,60162
Moorpark,2017-2018,92012,80177,70845,91349,79584,70347,77288,67566,60173
Moorpark,2018-2019,92584,81549,71794,92058,81085,71424,77385,68270,60420
Moorpark,2019-2020,40859,35925,31546,40677,35766,31408,34188,30032,26400
Moreno Valley,2014-2015,41448,35819,28950,36512,31697,25916,30674,26538,21720
Moreno Valley,2015-2016,41944,36210,29494,37345,32428,26649,31657,27355,22455
Moreno Valley,2016-2017,42424,36324,29300,38764,33398,27202,33307,28555,23210
Moreno Valley,2017-2018,46106,39249,31080,43009,36839,29395,38112,32562,25967
Moreno Valley,2018-2019,49545,42212,34124,47036,40310,32721,42258,36157,29197
Moreno Valley,2019-2020,23721,20316,15829,22853,19624,15345,20641,17632,13701
Mt San Antonio,2014-2015,181236,157693,124793,164693,143195,114988,144058,125020,100890
Mt San Antonio,2015-2016,179807,156420,124867,163358,142200,114958,143936,125393,101859
Mt San Antonio,2016-2017,179536,155708,126146,158813,137779,113377,144374,125103,103186
Mt San Antonio,2017-2018,178484,154408,125888,160422,138791,114997,145421,125688,104533
Mt San Antonio,2018-2019,178218,155225,126297,167314,146056,120028,152967,133431,109870
Mt San Antonio,2019-2020,85175,73957,59161,80410,70036,56471,74320,64764,52144
Mt. San Jacinto,2014-2015,86007,73113,58867,82892,70373,56696,72010,61478,50054
Mt. San Jacinto,2015-2016,88792,74944,60650,85565,72172,58625,74227,63073,51840
Mt. San Jacinto,2016-2017,91326,77912,63119,89653,76443,61972,78771,67602,55455
Mt. San Jacinto,2017-2018,91960,79403,64806,90373,78017,63743,80527,69871,57833
Mt. San Jacinto,2018-2019,92930,79210,64580,92007,78411,63957,84680,72741,59934
Mt. San Jacinto,2019-2020,43701,37701,30507,43609,37614,30440,41111,35547,28866
Napa,2014-2015,38912,34650,28513,35017,31220,25946,33193,29607,24793
Napa,2015-2016,36597,32981,27334,33026,29837,25011,31453,28442,23985
Napa,2016-2017,35918,32155,26646,32735,29347,24523,31106,27903,23444
Napa,2017-2018,35019,31805,26428,32172,29206,24447,30698,27894,23520
Napa,2018-2019,31680,28285,24126,29599,26461,22689,28338,25410,21875
Napa,2019-2020,15040,13279,10890,14501,12863,10592,13771,12235,10105
Norco College,2014-2015,44496,38100,30726,40237,34389,27946,36331,31117,25533
Norco College,2015-2016,46338,40049,32839,42090,36430,30126,38099,33136,27697
Norco College,2016-2017,47579,40784,32989,43778,37576,30577,39572,34144,28141
Norco College,2017-2018,49149,42250,34434,46614,40202,32987,42763,37080,30669
Norco College,2018-2019,51342,44146,36594,48843,42021,34915,46077,39732,33110
Norco College,2019-2020,26155,22750,18582,24774,21521,17543,23764,20640,16830
Ohlone,2014-2015,59168,51558,44485,52020,45315,39413,46611,40306,34918
Ohlone,2015-2016,62516,55220,48422,54117,47717,41945,48845,42873,37600
Ohlone,2016-2017,61056,54181,47746,52701,46613,41209,49582,43881,38935
Ohlone,2017-2018,58596,51696,45417,50155,43934,38782,47749,41893,37186
Ohlone,2018-2019,54035,48016,42306,47007,41465,36606,45254,39984,35484
Ohlone,2019-2020,24742,21418,18537,23521,20332,17627,22853,19782,17179
Orange Coast,2014-2015,141722,122722,102499,134991,117424,98755,129158,112595,95022
Orange Coast,2015-2016,140339,121392,102069,133774,116096,98299,127734,111153,94498
Orange Coast,2016-2017,138497,120442,101852,130200,113458,96570,126168,110310,94271
Orange Coast,2017-2018,136790,118539,101006,129066,112219,96245,124942,109038,93985
Orange Coast,2018-2019,128260,111486,95107,122814,106985,91815,119531,104532,90046
Orange Coast,2019-2020,60236,51973,43763,57969,50211,42369,57280,49665,41925
Oxnard,2014-2015,39496,33648,28609,36480,31232,27085,31499,26933,23494
Oxnard,2015-2016,39671,33795,28806,36848,31549,27353,31971,27400,23868
Oxnard,2016-2017,38545,33104,28045,35980,31052,26742,30950,26691,23032
Oxnard,2017-2018,39814,34081,29065,37826,32430,27885,32892,28308,24494
Oxnard,2018-2019,41316,35699,30383,39573,34231,29344,35108,30422,26231
Oxnard,2019-2020,19294,16925,14313,18507,16251,13774,17143,14994,12703
Palo Verde,2014-2015,17331,15176,12103,15584,13795,11266,9753,8122,5859
Palo Verde,2015-2016,19893,17871,14780,18154,16478,13943,15647,14020,11557
Palo Verde,2016-2017,16968,15413,12671,15397,14131,11919,13226,12007,9884
Palo Verde,2017-2018,17072,15705,13355,15658,14554,12647,13504,12428,10586
Palo Verde,2018-2019,18212,16678,13865,17578,16170,13560,14984,13602,11087
Palo Verde,2019-2020,8672,7800,6626,8563,7698,6542,7178,6328,5214
Palomar,2014-2015,143005,129882,101988,137326,124741,98439,119266,108016,85309
Palomar,2015-2016,137819,126179,98441,132311,121131,94869,116444,106417,83500
Palomar,2016-2017,138160,126279,99429,133151,121776,96300,116571,106356,83763
Palomar,2017-2018,136304,123956,97215,132775,120808,95106,117668,107054,84206
Palomar,2018-2019,136148,124307,96890,133631,122107,95488,120339,110281,86290
Palomar,2019-2020,62714,57575,43945,60998,56052,42926,55446,50857,38739
Pasadena,2014-2015,177036,150105,124512,163853,139119,116369,143078,121319,101886
Pasadena,2015-2016,179051,152540,127556,165291,141174,118931,142599,121700,102468
Pasadena,2016-2017,173238,147815,125038,160530,137191,116926,137694,117581,100373
Pasadena,2017-2018,169159,143809,121762,158897,135357,115575,138031,117305,100229
Pasadena,2018-2019,165521,140637,119432,161014,136963,116737,141657,120394,102613
Pasadena,2019-2020,78191,66082,55266,77114,65271,54674,69279,58543,48778
Porterville,2014-2015,22739,20042,15994,19358,17143,13920,17303,15399,12562
Porterville,2015-2016,23418,20761,16562,20091,17861,14544,17935,16026,13110
Porterville,2016-2017,23428,21043,17043,20964,18921,15536,18725,16948,13913
Porterville,2017-2018,23671,21448,17730,21405,19480,16231,18981,17300,14466
Porterville,2018-2019,25752,23471,19760,24146,22064,18745,21883,20027,17017
Porterville,2019-2020,12904,11793,9574,12311,11269,9226,11641,10644,8686
Redwoods,2014-2015,27459,24032,19483,26404,23094,18813,22670,19918,16374
Redwoods,2015-2016,27047,23879,19877,26408,23331,19467,23082,20426,17176
Redwoods,2016-2017,27564,24207,20081,26970,23683,19702,23949,21035,17677
Redwoods,2017-2018,25747,22692,18828,25207,22227,18505,22173,19550,16382
Redwoods,2018-2019,26840,23872,20047,26559,23630,19871,24476,21798,18459
Redwoods,2019-2020,13318,11946,9775,13278,11908,9741,12517,11211,9180
Reedley College,2014-2015,84341,76582,58574,78952,71830,55285,70445,64314,50066
Reedley College,2015-2016,53825,49293,37552,49567,45421,34880,43484,39941,31191
Reedley College,2016-2017,56314,52155,41203,52189,48355,38516,45958,42764,34578
Reedley College,2017-2018,58369,54080,42728,55055,51126,40611,49828,46480,37452
Reedley College,2018-2019,63377,59040,47404,60546,56389,45503,57280,53457,43385
Reedley College,2019-2020,29171,27067,21061,27607,25667,20052,26994,25091,19554
Rio Hondo,2014-2015,105193,92772,72139,93867,82901,65141,74936,66299,51198
Rio Hondo,2015-2016,105688,94875,73470,95394,85747,67419,75411,67459,51934
Rio Hondo,2016-2017,106679,96297,76583,97583,88328,71095,76388,68307,53372
Rio Hondo,2017-2018,110784,95515,79751,102580,88732,74957,80682,68329,55825
Rio Hondo,2018-2019,110685,94456,78478,105397,90065,75424,82786,69216,56091
Rio Hondo,2019-2020,49325,41403,33386,47353,39852,32328,39981,33053,25934
Riverside,2014-2015,98976,84380,65503,91125,77904,61443,79501,67851,53932
Riverside,2015-2016,101677,86969,68223,93646,80258,63836,82141,70260,56278
Riverside,2016-2017,106095,89952,70594,97995,83242,66140,86771,73837,59082
Riverside,2017-2018,110327,93525,73034,103646,88219,69720,92355,78891,62572
Riverside,2018-2019,113727,96571,76171,108833,92660,73654,98874,84231,67036
Riverside,2019-2020,54889,46905,35758,52492,44927,34355,48883,41756,31750
Sacramento City,2014-2015,124070,102515,82534,114318,94425,76774,92776,76443,63245
Sacramento City,2015-2016,120923,100469,82145,111506,92828,76515,90760,75379,63181
Sacramento City,2016-2017,114213,95607,77906,105942,88794,72833,87067,72857,60773
Sacramento City,2017-2018,110576,93038,77526,102802,86715,72623,84803,71457,60507
Sacramento City,2018-2019,110650,94309,78188,105169,89738,74711,89519,76289,63993
Sacramento City,2019-2020,51364,43219,35720,49439,41589,34419,42466,35673,29550
Saddleback,2014-2015,128030,112202,93618,121339,106189,88684,103230,90362,76086
Saddleback,2015-2016,125364,111029,93613,116630,103390,87847,102304,90531,77101
Saddleback,2016-2017,122837,109011,92380,114864,102121,87240,100482,89322,76629
Saddleback,2017-2018,120731,107158,91227,113773,101081,86611,100876,89810,77399
Saddleback,2018-2019,118978,106715,91818,114733,103122,89211,103365,92952,80669
Saddleback,2019-2020,51229,45946,38774,50024,44876,37986,45796,41158,34796
San Bernardino,2014-2015,77546,67758,50967,69051,60424,46186,57689,50503,38937
San Bernardino,2015-2016,76814,67684,51996,68209,60114,46869,57481,50641,39825
San Bernardino,2016-2017,76176,66845,51757,67371,59223,46530,57014,50234,39968
San Bernardino,2017-2018,80052,70177,54236,71063,62385,48921,59973,52726,41863
San Bernardino,2018-2019,77976,68231,53546,70439,61704,48893,59085,51866,41351
San Bernardino,2019-2020,38136,33220,24494,36512,31841,23522,30929,27118,20249
San Diego City,2014-2015,85414,72598,57824,72928,61914,50183,68798,58430,47656
San Diego City,2015-2016,86920,74454,59439,75038,64227,52184,70319,60187,49155
San Diego City,2016-2017,84641,72762,58078,74193,63726,51737,69244,59375,48509
San Diego City,2017-2018,79861,69079,55204,70863,61281,49996,66371,57332,46945
San Diego City,2018-2019,71977,62480,50688,65893,57202,47035,61267,53088,43787
San Diego City,2019-2020,32112,28007,22044,29890,26125,20781,27944,24398,19446
San Diego Mesa,2014-2015,133186,114856,94768,123245,106156,88441,117368,101014,84397
San Diego Mesa,2015-2016,130332,112808,93387,120893,104389,87172,115575,99745,83419
San Diego Mesa,2016-2017,131918,114495,95193,124243,107908,90478,119647,103967,87290
San Diego Mesa,2017-2018,130584,114442,95178,124208,108822,91117,119440,104685,87791
San Diego Mesa,2018-2019,123359,107666,90052,119375,104200,87446,114783,100354,84400
San Diego Mesa,2019-2020,52045,45793,38244,50491,44450,37215,48939,43135,36149
San Diego Miramar,2014-2015,58786,52077,44618,52208,46168,39636,46728,41046,34832
San Diego Miramar,2015-2016,64531,57800,49421,57756,51627,44231,52023,46179,39136
San Diego Miramar,2016-2017,72375,64725,55811,65636,58583,50534,59244,52487,44813
San Diego Miramar,2017-2018,78405,70603,61252,72033,64725,56199,65802,58736,50577
San Diego Miramar,2018-2019,72749,65547,57081,68019,61193,53354,62213,55645,48131
San Diego Miramar,2019-2020,30241,27376,23600,28552,25811,22254,26615,23968,20623
San Francisco,2014-2015,137026,118368,97975,129068,111664,93031,122212,105948,88889
San Francisco,2015-2016,131765,114178,96570,124615,108235,91980,118012,102687,87793
San Francisco,2016-2017,116286,101920,87322,111134,97650,83946,105079,92549,80028
San Francisco,2017-2018,142737,126357,105348,138732,122984,102755,131811,117174,98646
San Francisco,2018-2019,144277,126910,105855,141696,124739,104245,136818,120772,101555
San Francisco,2019-2020,61390,54117,43602,60374,53207,42947,58360,51618,41885
San Joaquin Delta,2014-2015,126317,113997,83907,116456,105089,78282,104899,94432,70326
San Joaquin Delta,2015-2016,120959,109338,81446,111368,100619,75790,100284,90468,68272
San Joaquin Delta,2016-2017,116714,105940,80166,108111,98216,74926,97415,88353,67446
San Joaquin Delta,2017-2018,115378,105191,80133,108964,99514,76269,98358,89823,69327
San Joaquin Delta,2018-2019,120038,109883,83460,115021,105384,80284,104817,96087,73722
San Joaquin Delta,2019-2020,51183,47100,34240,49298,45377,32960,46847,43170,31469
San Jose City,2014-2015,44601,38548,32079,38579,33322,28060,34143,29412,24768
San Jose City,2015-2016,42285,36334,30059,37082,31887,26723,33136,28513,23974
San Jose City,2016-2017,41751,36352,30748,36489,31790,27083,32308,28087,24003
San Jose City,2017-2018,45342,39628,33650,40950,35767,30589,35639,31052,26542
San Jose City,2018-2019,45884,39800,33611,41821,36279,30723,37530,32526,27562
San Jose City,2019-2020,20703,17601,14445,19036,16185,13327,17703,15015,12358
San Mateo,2014-2015,51438,43946,37006,47957,41138,34901,43427,37237,31580
San Mateo,2015-2016,51224,43958,37354,48089,41374,35339,44193,38048,32580
San Mateo,2016-2017,52009,45088,38194,49136,42664,36327,46104,40075,34112
San Mateo,2017-2018,50936,44311,37722,48604,42359,36227,45588,39720,33993
San Mateo,2018-2019,49203,42901,36144,47459,41412,34996,44460,38825,32854
San Mateo,2019-2020,20731,17861,14745,19706,17006,14092,18775,16176,13332
Santa Ana,2014-2015,135037,117387,102184,126441,110190,96440,88345,73396,61327
Santa Ana,2015-2016,130685,115091,100698,125456,110694,97294,83486,70081,58873
Santa Ana,2016-2017,132686,116706,101524,127410,112380,98207,85748,72043,60363
Santa Ana,2017-2018,128956,111770,95895,123846,107653,92807,88133,73289,61672
Santa Ana,2018-2019,139226,122311,108625,135984,119776,106782,93291,78516,67383
Santa Ana,2019-2020,63024,54331,47049,62178,53516,46262,43821,36056,29752
Santa Barbara,2014-2015,129872,117359,95710,124506,112551,92146,113462,102444,83874
Santa Barbara,2015-2016,124896,113678,92689,119973,109219,89462,109370,99481,81591
Santa Barbara,2016-2017,112043,102393,84860,108014,98714,82295,102218,93265,77568
Santa Barbara,2017-2018,108366,99093,82267,104806,95867,80038,99666,91016,75835
Santa Barbara,2018-2019,101978,92905,76781,99956,91088,75451,95482,86971,72061
Santa Barbara,2019-2020,44331,40254,32568,43705,39701,32147,42260,38337,30964
Santa Monica,2014-2015,185286,153415,127100,171323,142153,119058,159587,132976,112102
Santa Monica,2015-2016,186799,153930,128181,173359,143374,120652,161434,134113,113456
Santa Monica,2016-2017,185663,153959,128652,173819,144725,122210,161616,134988,114436
Santa Monica,2017-2018,178839,149037,125195,170494,142592,120635,157363,132122,112595
Santa Monica,2018-2019,176091,146852,123169,172459,143944,121092,157306,131833,112137
Santa Monica,2019-2020,82879,69055,56296,80243,67074,54991,74192,62201,51383
Santa Rosa,2014-2015,135079,116534,98464,127385,109766,92785,105913,90953,76861
Santa Rosa,2015-2016,131316,113829,96670,124082,107440,91294,104876,90567,77093
Santa Rosa,2016-2017,124426,108167,92348,117831,102264,87304,100297,86905,74273
Santa Rosa,2017-2018,121114,104989,90314,115577,99976,85906,98830,85306,73459
Santa Rosa,2018-2019,113201,99072,84376,108238,94537,80419,95102,83039,70831
Santa Rosa,2019-2020,49731,43609,36245,47977,41999,34824,43180,37821,31299
Santiago Canyon,2014-2015,57700,48212,40223,56186,46943,39276,46856,38605,32056
Santiago Canyon,2015-2016,54977,46331,38702,52433,44257,37259,45590,38093,31810
Santiago Canyon,2016-2017,57744,49317,41496,55252,47363,40182,44446,37255,31053
Santiago Canyon,2017-2018,62960,53862,45915,60545,52048,44704,45586,37860,31324
Santiago Canyon,2018-2019,57466,48237,41206,56217,47302,40471,49378,41380,35232
Santiago Canyon,2019-2020,26666,22566,18779,26548,22456,18693,22900,19095,15556
Sequoias,2014-2015,69922,62218,48615,66992,59613,46937,55708,49640,39736
Sequoias,2015-2016,74284,66768,53200,71446,64239,51517,57683,51748,41867
Sequoias,2016-2017,75752,68154,54829,72540,65323,52980,58173,52226,42845
Sequoias,2017-2018,78446,70580,57123,75209,67731,55268,60636,54529,45060
Sequoias,2018-2019,79631,71962,59593,77615,70159,58255,65216,58873,49279
Sequoias,2019-2020,41821,37716,31010,39711,35912,29729,34882,31290,25505
Shasta,2014-2015,52382,46035,37868,51169,45029,37126,43841,38685,32148
Shasta,2015-2016,53326,47391,39462,51987,46214,38515,45380,40331,33833
Shasta,2016-2017,55180,49023,41337,54111,48091,40580,47744,42509,36130
Shasta,2017-2018,54615,48452,40611,53696,47636,39957,47203,41891,35313
Shasta,2018-2019,55404,49295,41045,54752,48741,40658,48303,43005,36104
Shasta,2019-2020,25457,22536,18247,25268,22372,18137,22724,20149,16429
Sierra,2014-2015,119425,102008,86739,114868,98167,83472,103180,88760,76431
Sierra,2015-2016,117589,100849,85974,113424,97323,82967,103241,89104,76846
Sierra,2016-2017,114442,98437,84304,110939,95405,81760,102088,88323,76360
Sierra,2017-2018,113385,97397,83566,110910,95224,81841,102884,88903,77007
Sierra,2018-2019,114889,99501,85406,113387,98162,84248,104765,91300,79025
Sierra,2019-2020,53419,46144,39275,52506,45387,38617,49203,42637,36377
Siskiyous,2014-2015,13407,12129,10175,10123,9001,7372,9013,7971,6502
Siskiyous,2015-2016,12672,11400,9908,9746,8613,7398,8883,7806,6681
Siskiyous,2016-2017,12384,11132,9608,9855,8729,7375,9147,8071,6804
Siskiyous,2017-2018,11259,10253,8666,9742,8806,7353,9081,8184,6815
Siskiyous,2018-2019,10247,9337,7869,9483,8630,7242,9036,8215,6889
Siskiyous,2019-2020,4791,4297,3536,4472,3998,3260,4245,3794,3076
Skyline,2014-2015,56171,47750,40069,52402,44479,37548,48503,41195,34899
Skyline,2015-2016,55099,47800,40614,52113,45183,38560,48388,42061,35997
Skyline,2016-2017,53936,47245,40415,51193,44901,38567,48239,42380,36494
Skyline,2017-2018,51610,45339,39123,49411,43378,37579,46581,40937,35566
Skyline,2018-2019,49175,43394,37502,47793,42162,36469,45070,39753,34444
Skyline,2019-2020,21103,18700,15791,20468,18172,15382,19126,16932,14336
Solano,2014-2015,62068,54529,42564,55702,48979,38833,50421,44439,35299
Solano,2015-2016,59590,52446,41687,54327,47935,38544,49280,43591,35199
Solano,2016-2017,56886,50160,40681,52846,46741,38267,48334,42852,35218
Solano,2017-2018,55840,49475,40214,52468,46657,38320,48024,42681,35109
Solano,2018-2019,53478,47344,39265,51164,45363,37811,47093,41739,34871
Solano,2019-2020,24882,22143,18078,23687,21124,17256,22102,19707,16086
Southwestern,2014-2015,122124,103543,83757,109880,93102,75967,103508,87676,71971
Southwestern,2015-2016,117861,97877,80058,106503,88462,73099,100576,83620,69505
Southwestern,2016-2017,115958,96828,79329,105046,87866,72781,99103,83093,69212
Southwestern,2017-2018,115685,98138,81725,107439,91345,76647,101593,86689,73214
Southwestern,2018-2019,118279,100728,85139,112322,95833,81293,107290,91855,78395
Southwestern,2019-2020,56910,48100,40360,53842,45597,38370,51976,44102,37202
Taft,2014-2015,32658,30685,25981,28098,26231,21854,16029,14543,11150
Taft,2015-2016,31615,29822,25340,26478,24762,20571,15715,14343,11176
Taft,2016-2017,36931,35261,30931,28487,26898,22793,16376,15070,11910
Taft,2017-2018,39833,37873,33418,31060,29167,24902,17877,16389,13048
Taft,2018-2019,37854,35799,30899,30555,28525,23733,19592,17890,13783
Taft,2019-2020,15052,14071,11672,12606,11633,9260,9159,8335,6233
Ventura,2014-2015,79077,68033,57800,76320,65635,55840,67884,58464,50029
Ventura,2015-2016,78502,67521,57619,76133,65470,55947,67422,57942,49914
Ventura,2016-2017,76592,67019,57539,74577,65262,56100,66375,58170,50303
Ventura,2017-2018,77705,67905,59478,75929,66366,58119,68230,59724,52586
Ventura,2018-2019,76119,66638,57664,74924,65605,56783,68639,60090,52277
Ventura,2019-2020,34372,30103,25772,33626,29449,25242,31328,27380,23409
Victor Valley,2014-2015,69391,62807,44103,61454,55618,39728,50101,45201,32368
Victor Valley,2015-2016,68158,61844,44557,60698,54972,40183,49593,44840,32868
Victor Valley,2016-2017,68799,62686,45007,60096,54878,40284,48826,44470,32634
Victor Valley,2017-2018,66891,61264,44335,58821,53906,39596,50059,45718,33449
Victor Valley,2018-2019,66163,60318,44133,59586,54364,40262,50899,46379,34341
Victor Valley,2019-2020,34776,31488,22434,34236,31001,22039,28506,25742,18278
West Hills Coalinga,2014-2015,16018,13563,11239,15420,13082,10894,12247,10242,8448
West Hills Coalinga,2015-2016,17049,14281,11828,16506,13825,11471,13521,11297,9392
West Hills Coalinga,2016-2017,19273,16465,13245,18775,16042,12967,15478,13181,10651
West Hills Coalinga,2017-2018,20235,17412,14572,19696,16981,14283,16130,13805,11577
West Hills Coalinga,2018-2019,22529,20037,17126,22374,19903,17025,19201,17016,14563
West Hills Coalinga,2019-2020,8941,8108,6713,8826,7995,6634,7889,7114,5855
West Hills Lemoore,2014-2015,25124,21590,18312,24124,20772,17710,20063,17262,14908
West Hills Lemoore,2015-2016,24917,21069,17874,24006,20370,17376,20625,17621,15231
West Hills Lemoore,2016-2017,26056,22372,18977,25120,21636,18487,21572,18676,16148
West Hills Lemoore,2017-2018,27384,23423,19810,26612,22778,19365,22995,19741,16953
West Hills Lemoore,2018-2019,27136,23401,19731,26648,22998,19425,23626,20516,17532
West Hills Lemoore,2019-2020,12326,10815,9067,11976,10515,8838,11148,9815,8258
West LA,2014-2015,54811,45574,34764,51678,43039,33159,44237,37060,28797
West LA,2015-2016,60620,50393,39159,57742,48082,37715,50198,41958,33114
West LA,2016-2017,64452,53490,42364,61614,51284,40920,55223,46146,37045
West LA,2017-2018,60053,51010,40419,58241,49505,39504,52883,45161,36201
West LA,2018-2019,62897,53616,42868,61867,52793,42288,56140,48038,38560
West LA,2019-2020,28203,23980,18870,28014,23808,18726,25483,21563,16762
West Valley,2014-2015,55236,46996,39119,52612,44693,37210,47448,40301,33557
West Valley,2015-2016,55793,47755,39914,53138,45422,38013,48579,41467,34702
West Valley,2016-2017,50725,43593,36900,48279,41477,35234,44854,38576,32912
West Valley,2017-2018,47190,40478,34478,44157,37981,32506,41792,35999,30871
West Valley,2018-2019,48611,42302,36166,45993,40075,34459,43620,38018,32806
West Valley,2019-2020,22073,18921,15790,21161,18183,15202,20524,17650,14782
Woodland,2014-2015,14616,12745,10316,13183,11585,9607,12193,10746,8976
Woodland,2015-2016,16046,14121,11567,14468,12782,10664,13352,11835,9984
Woodland,2016-2017,19426,17077,14124,17433,15442,13016,15879,14128,12046
Woodland,2017-2018,20075,17860,15019,18270,16366,14012,16314,14631,12656
Woodland,2018-2019,19279,17138,14427,18378,16445,13980,16435,14740,12674
Woodland,2019-2020,8595,7615,6326,8419,7470,6210,7939,7080,5933
Yuba,2014-2015,43915,38337,31192,40115,35161,28912,34187,30140,25194
Yuba,2015-2016,43715,38090,31333,40286,35155,29166,34112,30066,25384
Yuba,2016-2017,39224,34455,28639,36415,32037,26875,30879,27342,23274
Yuba,2017-2018,36824,32514,27287,33464,29694,25245,29540,26326,22611
Yuba,2018-2019,36374,32183,26979,33724,29984,25338,30022,26799,22834
Yuba,2019-2020,16423,14426,11628,15799,13912,11254,14561,12826,10400
